         0          0
   5571988    9137000
   5490858    8960670
   5705390    8920913
   5775297    9101473
   5641933    8814749
   5686788    8963755
   5733016    8874838
   5607794    8995602
   5652928    9195221
   5570246    9005492
   5628122    8970563
   5557071    9086426
   5501281    9009969
   5761381    9004746
   5797047    9017366
   5670008    8950738
   5855950    8995440
   5735032    8987475
   5593310    9112619
   5668533    9034012
   5758365    8960727
   5824559    9008338
   5810426    9172339
   5697957    9107827
   5624648    9029926
   5689272    9098937
   5610128    8883844
   5522947    9104984
   5810131    9013003
   5738161    8852193
   5712655    9069304
   5660384    9169910
   5644053    9049782
   5732951    8898644
   5757797    8895869
   5694236    9028063
   5684937    8927218
   5864150    9036402
   5588270    8969927
   5628838    8957677
   5745494    8936385
   5726849    8900535
   5739458    9088447
   5805544    8857619
   5734458    9067388
   5662151    8898269
   5653321    8947831
   5473958    8976577
   5787032    8951956
   5777225    8963705
   5602636    9074734
   5718144    9058589
   5644173    9040335
   5676153    9154327
   5635622    8865569
   5536210    8995071
   5535849    9014070
   5671358    8890052
   5672909    9042987
   5870725    8997396
   5743766    9058594
   5626391    8961903
   5610033    8959794
   5684105    9158580
   5591776    9083602
   5846358    9044900
   5664925    9084555
   5761569    8961903
   5594126    9075804
   5490858    9012368
   5746594    8932360
   5830933    9058180
   5608108    9061691
   5736047    9017472
   5640733    8992002
   5551828    9026100
   5648391    9051752
   5758952    9168287
   5660358    9026317
   5623298    9069328
   5777225    8992409
   5840962    9154327
   5594126    8934468
   5851153    8979918
   5556574    8942416
   5739638    8875977
   5550593    9044971
   5711627    8869426
   5706916    8907181
   5719571    9020601
   5503238    8964293
   5610644    9008007
   5738201    8974818
   5575977    9079412
   5607734    8997347
   5705764    8973656
   5789753    8987746
   5677650    8943342
   5707575    8888598
   5592945    9148728
   5727719    9037113
   5844528    9082267
   5613566    9182569
   5756324    9104984
   5644225    8964993
   5601395    9029812
   5670263    8957938
   5636288    9027238
   5665513    8970778
   5684105    9026449
   5818553    8957531
   5484411    8922200
   5886132    8992211
   5750179    8850931
   5534348    8981177
   5790665    8899992
   5708647    8975494
   5765904    8903059
   5728783    9104984
   5589114    9040865
   5749221    9037162
   5623421    8996657
   5708265    8868544
   5579780    8957399
   5684467    8874838
   5676337    8966739
   5587252    9048648
   5722370    9144956
   5775082    8971190
   5733914    9137316
   5600932    9046675
   5643203    9107288
   5636406    9092775
   5772100    8945905
   5811902    9089626
   5743649    9070625
   5704380    8934468
   5702917    8931160
   5792951    9179001
   5755389    9018049
   5693942    8946528
   5669879    8927853
   5707585    8953058
   5807906    8994705
   5653321    8997605
   5668054    8966361
   5676605    9018031
   5594998    9143404
   5593771    8964849
   5555668    8997944
   5715778    9040731
   5651243    8971754
   5663296    8961908
   5758518    9164391
   5777836    9058215
   5484768    9074214
   5790849    8944296
   5620473    9130511
   5825857    8948628
   5614288    9024056
   5714444    8890356
   5522293    9038666
   5829024    9082267
   5706390    9073200
   5777836    9038937
   5743816    9097972
   5655986    8911572
   5682948    9068598
   5618263    9036949
   5672808    9051255
   5698159    9014212
   5810006    9072900
   5693770    9036344
   5634112    8898883
   5763483    9043495
   5849602    8977768
   5667669    9030974
   5718159    9005555
   5652944    8866145
   5621622    9103958
   5761866    9169491
   5718360    9130511
   5659343    8944338
   5701441    9088465
   5748061    8863301
   5746274    9200598
   5790590    9141182
   5607164    9058422
   5592373    8936127
   5840962    9163847
   5835612    8992703
   5646511    9105745
   5689691    9164836
   5733328    8960979
   5840477    8975064
   5667451    8932468
   5779422    8921317
   5706916    9061306
   5653995    9065977
   5740761    9067218
   5678220    9001883
   5713522    8997137
   5677075    9053703
   5674986    9062045
   5719813    8956560
   5670666    8958468
   5592046    9158433
   5620181    9131357
   5675534    8863228
   5635018    9012045
   5745005    9140960
   5712425    9099195
   5475872    8978237
   5614263    8956389
   5699608    8992737
   5534348    9024056
   5756324    9223527
   5552253    8915342
   5682873    9011641
   5714279    9011282
   5722584    8991471
   5628493    8965417
   5800208    9118803
   5743410    8965682
   5799310    8953232
   5644173    9013112
   5642536    9042472
   5809006    9063957
   5676744    9035053
   5535720    8991310
   5644331    8902076
   5672805    9141472
   5667550    8998387
   5584359    8918148
   5685168    8815921
   5684075    9027661
   5739584    8952828
   5536447    8884007
   5602636    9054535
   5592549    9021504
   5855950    9029842
   5520738    8995141
   5732674    8943593
   5706521    8925630
   5777493    9118803
   5735783    9081907
   5804313    9033211
   5767447    9086032
   5729532    9082755
   5684754    9133803
   5570211    8911867
   5684921    8928689
   5527100    9086426
   5735811    8975086
   5772687    9024545
   5750283    8892120
   5632684    8915430
   5573658    9163847
   5636417    8887418
   5584614    9021451
   5783966    9014364
   5687088    8978099
   5726994    8989664
   5624699    9005492
   5750607    8980485
   5628635    8986704
   5785351    9004361
   5811165    8868544
   5602636    8982503
   5644980    9000161
   5668330    8997790
   5723906    9092528
   5584919    9125593
   5784065    9072716
   5689804    8971384
   5555995    8977932
   5713395    9040698
   5715572    9057917
   5610437    8971689
   5617288    9116815
   5758841    8990435
   5614288    9015867
   5748795    9159604
   5690581    8987003
   5685168    8947389
   5612729    8965536
   5571988    9032484
   5655986    9022417
   5593908    9164391
   5659655    9042844
   5683190    9059697
   5809422    8856319
   5680091    9110755
   5756121    8932187
   5757737    9044900
   5666051    8836657
   5517310    9077829
   5577598    9106059
   5788258    9059656
   5718360    8895224
   5779693    8991471
   5677985    9118230
   5625463    8982015
   5593635    9072592
   5844758    9053707
   5631871    9046122
   5668533    9009493
   5580219    8890492
   5542998    9020601
   5624699    8931556
   5765570    9034034
   5590627    8859267
   5688613    8893240
   5607227    9013112
   5728783    8947302
   5672384    9029572
   5679384    8992211
   5507025    9112619
   5508721    8953232
   5581506    9056569
   5768162    8957768
   5701458    9152708
   5679384    8863820
   5688811    9014195
   5747038    9066659
   5528338    8899862
   5790186    9141380
   5824689    8914601
   5684166    9063125
   5695996    8863502
   5758952    9056662
   5592416    9032900
   5686896    9048508
   5791149    8993285
   5711063    9026449
   5738129    8852666
   5676605    9055192
   5743809    8869426
   5846130    8863508
   5651981    8876982
